EMPRESA;MODELO;DES_MODELO;FAMILIA;DES_FAMILIA;MARCA
1;3738395             ;GOL 16V PLUS                            ;1;PADRÃO                        ;VW  
1;3738403             ;VW  GOL 16V. 4P                         ;1;PADRÃO                        ;VW  
1;3738405             ;GOL 16V PLUS                            ;1;PADRÃO                        ;VW  
1;3738410             ;GOL 16V 4P                              ;1;PADRÃO                        ;VW  
1;3738470             ;VW  GOL 16V. 4P                         ;1;PADRÃO                        ;VW  
1;3738482             ;GOL 16.V  4P                            ;1;PADRÃO                        ;VW  
1;3738483             ;GOL OURO                                ;1;PADRÃO                        ;VW  
1;3738484             ;GOL OURO                                ;1;PADRÃO                        ;VW  
1;3738485             ;GOL OURO                                ;1;PADRÃO                        ;VW  
1;3738486             ;GOL OURO                                ;1;PADRÃO                        ;VW  
1;3738551             ;GOL 1.6                                 ;1;PADRÃO                        ;VW  
1;3738552             ;GOL 1.6                                 ;1;PADRÃO                        ;VW  
1;3738556             ;GOL 1.6                                 ;1;PADRÃO                        ;VW  
1;3738558             ;GOL 1.6                                 ;1;PADRÃO                        ;VW  
1;3738561             ;GOL 1.6                                 ;1;PADRÃO                        ;VW  
1;3738848             ;VW/GOL 2.0                              ;1;PADRÃO                        ;VW  
1;3738960             ;GOL 16V TURBO                           ;1;PADRÃO                        ;VW  
1;3742003             ;PARATI 1.0 16V 4P                       ;1;PADRÃO                        ;VW  
1;3742010             ;PARATI 1.0 16 V 4P                      ;1;PADRÃO                        ;VW  
1;3742011             ;PARATI 1.0 16V 4P                       ;1;PADRÃO                        ;VW  
1;3C21H6              ;PASSAT 2.0 FSI                          ;1;PADRÃO                        ;VW  
1;3742013             ;PARATI 1.0 16V 4P                       ;1;PADRÃO                        ;VW  
1;3763736             ;SAVEIRO CL 1.6 MI                       ;1;PADRÃO                        ;VW  
1;3763740             ;SAVEIRO CL 1.8 MI                       ;1;PADRÃO                        ;VW  
1;3763749             ;CARGA CAMIONETE SAVEIRO                 ;1;PADRÃO                        ;VW  
1;3763800             ;SAVEIRO CL 1.8 MI                       ;1;PADRÃO                        ;VW  
1;3763832             ;SAVEIRO CL 1.8 MI                       ;1;PADRÃO                        ;VW  
1;3766001             ;SAVEIRO 1.6                             ;1;PADRÃO                        ;VW  
1;3766003             ;SAVEIRO 1.6                             ;1;PADRÃO                        ;VW  
1;3766039             ;SAVEIRO                                 ;1;PADRÃO                        ;VW  
1;3771000             ;GOL I                                   ;1;PADRÃO                        ;VW  
1;3771013             ;GOL PLUS MI                             ;1;PADRÃO                        ;VW  
1;3771017             ;GOL MI PLUS                             ;1;PADRÃO                        ;VW  
1;3771018             ;GOL PLUS MI                             ;1;PADRÃO                        ;VW  
1;3771019             ;GOL 1.0 SPECIAL 2P                      ;1;PADRÃO                        ;VW  
1;3771020             ;GOL MI 2P                               ;1;PADRÃO                        ;VW  
1;3771021             ;GOL MI 2P                               ;1;PADRÃO                        ;VW  
1;3771029             ;GOL 1.0 SPECIAL 2P                      ;1;PADRÃO                        ;VW  
1;3771037             ;GOL 1.0 SPECIAL 2P                      ;1;PADRÃO                        ;VW  
1;9B37D4              ;VW/GOLF 1.6 SPORTLINE                   ;1;PADRÃO                        ;VW  
1;FIAT-026            ;FIAT STILO 8V                           ;50;USADOS FIAT                   ;FIAT
1;FIAT-027            ;FIAT STILO 16V                          ;50;USADOS FIAT                   ;FIAT
1;FIAT-028            ;FIAT STILO ABARTH                       ;50;USADOS FIAT                   ;FIAT
1;FIAT-029            ;FIAT STRADA ADVENTURE                   ;50;USADOS FIAT                   ;FIAT
1;FIAT-030            ;FIAT IDEA ELX FLEX                      ;50;USADOS FIAT                   ;FIAT
1;FIAT-031            ;FIAT UNO MILLE FIRE                     ;50;USADOS FIAT                   ;FIAT
1;FIAT-032            ;FIAT DOBLO                              ;50;USADOS FIAT                   ;FIAT
1;FIAT-033            ;FIAT DOBLO ADV                          ;50;USADOS FIAT                   ;FIAT
1;FIAT-034            ;FIAT STILO SCHUMACHER                   ;50;USADOS FIAT                   ;FIAT
1;FIAT-035            ;FIAT DOBLO ELX                          ;50;USADOS FIAT                   ;FIAT
1;FIAT-036            ;FIAT UNO MILLE SMART                    ;50;USADOS FIAT                   ;FIAT
1;FIAT-037            ;FIAT PALIO WEEKEND EX                   ;50;USADOS FIAT                   ;FIAT
1;FIAT-038            ;FIAT UNO ELETRONIC                      ;50;USADOS FIAT                   ;FIAT
1;FIAT-039            ;FIAT PALIO WEEKEND                      ;50;USADOS FIAT                   ;FIAT
1;FIAT-040            ;FIAT FIORINO IE                         ;50;USADOS FIAT                   ;FIAT
1;FIAT-041            ;FIAT UNO MILLE                          ;50;USADOS FIAT                   ;FIAT
1;FIAT-042            ;FIAT STRADA FIRE FLEX                   ;50;USADOS FIAT                   ;FIAT
1;FIAT-043            ;FIAT DOBLO EX                           ;50;USADOS FIAT                   ;FIAT
1;FIAT-044            ;FIAT PALIO 16V                          ;50;USADOS FIAT                   ;FIAT
1;FIAT-045            ;FIAT DOBLO ELX 1.8 FLEX                 ;50;USADOS FIAT                   ;FIAT
1;FIAT-046            ;FIAT SIENA FIRE                         ;50;USADOS FIAT                   ;FIAT
1;FIAT-047            ;FIAT PALIO WEEKEND STILE                ;50;USADOS FIAT                   ;FIAT
1;FIAT-048            ;FIAT PALIO WEEKEND STILE                ;50;USADOS FIAT                   ;FIAT
1;FIAT-049            ;FIAT PALIO FIRE ECONOMY                 ;50;USADOS FIAT                   ;FIAT
1;FIAT-050            ;FIAT STILO FLEX                         ;50;USADOS FIAT                   ;FIAT
1;FIAT-051            ;FIAT FIORINO FLEX                       ;50;USADOS FIAT                   ;FIAT
1;FIAT-052            ;FIAT STRADA FIRE                        ;50;USADOS FIAT                   ;FIAT
1;FIAT-053            ;FIAT STRADA TREK FLEX                   ;50;USADOS FIAT                   ;FIAT
1;FIAT-054            ;FIAT UNO MILLE EP                       ;50;USADOS FIAT                   ;FIAT
1;FIAT-055            ;FIAT PALIO FIRE                         ;50;USADOS FIAT                   ;FIAT
1;FIAT-056            ;FIAT PALIO WEEK ELX FLEX                ;50;USADOS FIAT                   ;FIAT
1;FIAT-057            ;FIAT UNO MILLE WAY ECON                 ;50;USADOS FIAT                   ;FIAT
1;FIAT-058            ;FIAT UNO MILLE EX                       ;50;USADOS FIAT                   ;FIAT
1;FIAT-059            ;FIAT UNO MILLE FIRE FLEX                ;50;USADOS FIAT                   ;FIAT
1;FIAT-060            ;FIAT SIENA FIRE FLEX                    ;50;USADOS FIAT                   ;FIAT
1;FIAT-061            ;FIAT SIENA ELX FLEX                     ;50;USADOS FIAT                   ;FIAT
1;FIAT-062            ;FIAT STRADA ADVENT FLEX                 ;50;USADOS FIAT                   ;FIAT
1;FIAT-063            ;FIAT LINEA ABSOLUTE DUAL                ;50;USADOS FIAT                   ;FIAT
1;FIAT-064            ;FIAT UNO MILLE ECONOMY                  ;50;USADOS FIAT                   ;FIAT
1;FIAT-065            ;FIAT STRADA TREK CE FLEX                ;50;USADOS FIAT                   ;FIAT
1;FIAT-066            ;FIAT UNO S 1.5                          ;50;USADOS FIAT                   ;FIAT
1;FIAT-067            ;FIAT SIENA 6 MARCHAS                    ;57;USADOS VW                     ;VW  
1;FIAT-068            ;FIAT SIENA EL FLEX                      ;50;USADOS FIAT                   ;FIAT
1;FORD-001            ;FORD ECOSPORT XL                        ;52;USADOS FORD                   ;FORD
1;FORD-002            ;FORD ECOSPORT XLS                       ;52;USADOS FORD                   ;FORD
1;FORD-003            ;FORD ECOSPORT XLT                       ;52;USADOS FORD                   ;FORD
1;FORD-004            ;FORD ESCORT GL                          ;52;USADOS FORD                   ;FORD
1;FORD-005            ;FORD ESCORT GLX                         ;52;USADOS FORD                   ;FORD
1;FORD-006            ;FORD ESCORT SW GL                       ;52;USADOS FORD                   ;FORD
1;FORD-007            ;FORD ESCORT SW GLX                      ;52;USADOS FORD                   ;FORD
1;FORD-008            ;FORD FIESTA STREET                      ;52;USADOS FORD                   ;FORD
1;FORD-009            ;FORD FOCUS HATCH GUIA 16V               ;52;USADOS FORD                   ;FORD
1;FORD-010            ;FORD FOCUS HATCH GL                     ;52;USADOS FORD                   ;FORD
1;FORD-011            ;FORD FOCUS SEDAN GUIA                   ;52;USADOS FORD                   ;FORD
1;FORD-012            ;FORD RANGER XLT                         ;52;USADOS FORD                   ;FORD
1;FORD-013            ;FORD FOCUS GHIN                         ;52;USADOS FORD                   ;FORD
1;FORD-014            ;FORD FIESTA STREET                      ;52;USADOS FORD                   ;FORD
1;FORD-015            ;FORD KA                                 ;52;USADOS FORD                   ;FORD
1;FORD-016            ;FORD F250                               ;52;USADOS FORD                   ;FORD
1;FORD-017            ;FORD FOCUS                              ;52;USADOS FORD                   ;FORD
1;FORD-018            ;FORD FIESTA                             ;52;USADOS FORD                   ;FORD
1;FORD-019            ;FORD CORCEL II                          ;52;USADOS FORD                   ;FORD
1;FORD-020            ;FORD ESCORT XR3                         ;52;USADOS FORD                   ;FORD
1;FORD-021            ;FORD CORCEL                             ;52;USADOS FORD                   ;FORD
