EMPRESA;MODELO;DES_MODELO;FAMILIA;DES_FAMILIA;MARCA
5;3276521             ;SANTANA 1.8                             ;99;CONVERSAO                     ;VW  
5;1H1GL22             ;GOL MI                                  ;99;CONVERSAO                     ;VW  
5;3276500             ;SANTANA 1.8                             ;99;CONVERSAO                     ;VW  
5;8L1BD8              ;AUDI A3                                 ;99;CONVERSAO                     ;VW  
5;80080008F           ;WEB 100CC                               ;99;CONVERSAO                     ;VW  
5;80080008E           ;MOTONETA WEB 100CC                      ;99;CONVERSAO                     ;VW  
5;80080008H           ;MOTONETA WEB 100CC                      ;99;CONVERSAO                     ;VW  
5;9C20804             ;BIZ 125 ES                              ;99;CONVERSAO                     ;VW  
5;80030010A           ;MOTOCICLETA MAX SE 125CC                ;99;CONVERSAO                     ;VW  
5;80020010B           ;MAX SED 125CC                           ;99;CONVERSAO                     ;VW  
5;80020010E           ;MOTOCICLETA MAX SED 125CC               ;99;CONVERSAO                     ;VW  
5;007093U             ;MOTOCICLETA FUTURE                      ;99;CONVERSAO                     ;VW  
5;000173U             ;MOTONETA WEB EVO 100CC                  ;99;CONVERSAO                     ;VW  
5;870804U             ;HONDA BIZ 125 ES                        ;99;CONVERSAO                     ;VW  
5;070969U             ;HONDA BIZ 125ES                         ;99;CONVERSAO                     ;VW  
5;015560U             ;MOTONETA WEB 100CC                      ;99;CONVERSAO                     ;VW  
5;9BWCA05W1           ;GOL CITY G IV                           ;99;CONVERSAO                     ;VW  
5;9C6572              ;BIZ ES                                  ;99;CONVERSAO                     ;VW  
5;80100006F           ;MOTONETA WEB EVO 100CC                  ;99;CONVERSAO                     ;VW  
5;80100006B           ;MOTONETA WEB EVO 100CC                  ;99;CONVERSAO                     ;VW  
5;866572U             ;HONDA BIZ 125 ES                        ;99;CONVERSAO                     ;VW  
5;092341U             ;SUZUKI EN 125 YES                       ;99;CONVERSAO                     ;VW  
5;096496U             ;SUZUKI EN 125 YES                       ;99;CONVERSAO                     ;VW  
5;092349U             ;SUZUKI EN 125 YES                       ;99;CONVERSAO                     ;VW  
5;003424U             ;FUTURE 125CC                            ;99;CONVERSAO                     ;VW  
5;008138U             ;HONDA CG 150 TITAN ES                   ;99;CONVERSAO                     ;VW  
5;003780U             ;MOTONETA FUTURE 125CC                   ;99;CONVERSAO                     ;VW  
5;9146107             ;UNO MILLE EP                            ;99;CONVERSAO                     ;VW  
5;5X1TE4              ;GOL 1.6                                 ;99;CONVERSAO                     ;VW  
5;5X1AM4              ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;80020009A           ;MOTOCICLETA MAX SED 125CC               ;99;CONVERSAO                     ;VW  
5;94J5521             ;MOTONETA WEB 100CC                      ;99;CONVERSAO                     ;VW  
5;9RZ4890             ;CELTA LIPE                              ;99;CONVERSAO                     ;VW  
5;9C29673             ;TWISTER CBX 250                         ;99;CONVERSAO                     ;VW  
5;9BF3194             ;FIESTA SEDAN 1.6 FLEX                   ;99;CONVERSAO                     ;VW  
5;9BD3266             ;PALIO ELX FLEX                          ;99;CONVERSAO                     ;VW  
5;80070008F           ;FUTURE 125 CC                           ;99;CONVERSAO                     ;VW  
5;9C2HAU              ;MOTONETA HONDA C100 BIZ                 ;99;CONVERSAO                     ;VW  
5;006185U             ;MOTONETA WEB 100CC                      ;99;CONVERSAO                     ;VW  
5;027107U             ;HONDA/BIZ 125ES                         ;99;CONVERSAO                     ;VW  
5;1H1GL20             ;GOLF 1.8                                ;99;CONVERSAO                     ;VW  
5;3275152             ;SANTANA 2000                            ;99;CONVERSAO                     ;VW  
5;1J1GB00             ;GOLF 1.6                                ;99;CONVERSAO                     ;VW  
5;1J1GB01             ;GOLF 1.6                                ;99;CONVERSAO                     ;VW  
5;9C6KE0U             ;YBR 150 FACTOR E                        ;60;USADOS YAMAHA                 ;YAMA
5;80040010F           ;HUNTER 125CC                            ;99;CONVERSAO                     ;VW  
5;80040010E           ;HUNTER 125CC                            ;99;CONVERSAO                     ;VW  
5;80130004D           ;MOTOCICLETA STX 200CC                   ;99;CONVERSAO                     ;VW  
5;80040010B           ;HUNTER 125CC                            ;99;CONVERSAO                     ;VW  
5;9BW9436             ;VW GOLF 1.6                             ;99;CONVERSAO                     ;VW  
5;9BW2036             ;"GOL 1.0  8V ""CITY""                      ";99;CONVERSAO                     ;VW  
5;9BW0012             ;VW/GOL TL MB                            ;99;CONVERSAO                     ;VW  
5;9BW9933             ;FOX                                     ;99;CONVERSAO                     ;VW  
5;9BW3723             ;VW/GOL 1.0                              ;99;CONVERSAO                     ;VW  
5;9BD8856             ;FIAT UNO MILLE FIRE                     ;99;CONVERSAO                     ;VW  
5;9C64605             ;YAMAHA/YBR 125 K                        ;99;CONVERSAO                     ;VW  
5;80030010E           ;MAX SE 125CC                            ;99;CONVERSAO                     ;VW  
5;80020010A           ;MAX SED 125CC                           ;99;CONVERSAO                     ;VW  
5;80030010F           ;MAX SE 125CC                            ;99;CONVERSAO                     ;VW  
5;80110005D           ;MOTOCICLETA VBLADE 250CC                ;99;CONVERSAO                     ;VW  
5;103733U             ;HONDA/CG 125 CARGO                      ;99;CONVERSAO                     ;VW  
5;000675U             ;HONDA/CG 150 JOB                        ;99;CONVERSAO                     ;VW  
5;3749216             ;VW PARATI CL 1.8 MI                     ;99;CONVERSAO                     ;VW  
5;80080003F           ;MOTONETA WEB 100 CC                     ;99;CONVERSAO                     ;VW  
5;80080003B           ;MOTONETA WEB 100CC                      ;99;CONVERSAO                     ;VW  
5;80040005B           ;HUNTER 125CC                            ;99;CONVERSAO                     ;VW  
5;80040005F           ;MOTOCICLETA HUNTER 125 CC               ;99;CONVERSAO                     ;VW  
5;80040005E           ;MOTOCICLETA HUNTER 125 CC               ;99;CONVERSAO                     ;VW  
5;80020005F           ;MOTOCICLETA MAX SED 125CC               ;99;CONVERSAO                     ;VW  
5;80030005E           ;MOTOCICLETA MAX SE 125CC                ;99;CONVERSAO                     ;VW  
5;80030005F           ;MOTOCICLETA MAX SE 125CC                ;99;CONVERSAO                     ;VW  
5;80030005B           ;MOTOCICLETA MAX SE 125CC                ;99;CONVERSAO                     ;VW  
5;3081C1              ;SAVEIRO CL                              ;99;CONVERSAO                     ;VW  
5;8ZZZ3               ;VW/GOL CL1.6 MI                         ;99;CONVERSAO                     ;VW  
5;J21588              ;PICANTO EX2 1.0L                        ;99;CONVERSAO                     ;VW  
5;80110005B           ;MOTOCICLETA BLADE 250CC                 ;99;CONVERSAO                     ;VW  
5;003691U             ;MOTONETA WEB EVO                        ;99;CONVERSAO                     ;VW  
5;031268U             ;HONDA TITAN 150                         ;99;CONVERSAO                     ;VW  
5;063571U             ;HONDA C100 BIZ ES                       ;99;CONVERSAO                     ;VW  
5;80140005D           ;STX MOTARD 200CC                        ;99;CONVERSAO                     ;VW  
5;80130005Y           ;MOTOCICLETA STX 200CC                   ;99;CONVERSAO                     ;VW  
5;023018U             ;MOTONETA WEB 100CC                      ;99;CONVERSAO                     ;VW  
5;3775C2              ;GOL TSI 1.8                             ;99;CONVERSAO                     ;VW  
5;3772D2              ;GOL CL 1.8 MI ALC.                      ;99;CONVERSAO                     ;VW  
5;80080004E           ;MOTONETA WEB 100CC                      ;99;CONVERSAO                     ;VW  
5;80080004F           ;MOTONETA WEB 100 CC                     ;99;CONVERSAO                     ;VW  
5;8L10C4              ;AUDI A3                                 ;99;CONVERSAO                     ;VW  
5;373CC2              ;GOL 1.8                                 ;99;CONVERSAO                     ;VW  
5;80080002BU          ;WEB 100 CC                              ;99;CONVERSAO                     ;VW  
5;1H1GT20             ;VW GOLF 2.0                             ;99;CONVERSAO                     ;VW  
5;3053E2              ;GOL GL 1.8 ALC.                         ;99;CONVERSAO                     ;VW  
5;999IMP              ;HYUNDAY ACCENT GLSR                     ;99;CONVERSAO                     ;VW  
5;5X94D4              ;SAVEIRO                                 ;99;CONVERSAO                     ;VW  
5;9BD82               ;UNO MILLE FIRE                          ;99;CONVERSAO                     ;VW  
5;BALCAOPC            ;PEÇA VENDIDA BALCAO                     ;99;CONVERSAO                     ;VW  
5;5XLM4               ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BGD0               ;CORSA SUPER                             ;99;CONVERSAO                     ;VW  
5;CG                  ;TITAN 150 KS                            ;99;CONVERSAO                     ;VW  
5;9BW01J              ;GOLF 2.0                                ;99;CONVERSAO                     ;VW  
5;S17689              ;SORENTO EX 2.5 VGT                      ;67;USADOS KIA                    ;KIA 
5;5X9J4               ;SAVEIRO CL 1.6 MI                       ;99;CONVERSAO                     ;VW  
5;308A                ;SAVEIRO 1.6                             ;99;CONVERSAO                     ;VW  
5;11111               ;SUZUKI INTRUDER 125                     ;99;CONVERSAO                     ;VW  
5;80020012A           ;MOTOCICLETA MAX SED 125CC               ;99;CONVERSAO                     ;VW  
5;80020012B           ;MOTOCICLETA MAX SED 125CC               ;99;CONVERSAO                     ;VW  
5;80020012F           ;MOTOCICLETA MAX SED 125CC               ;99;CONVERSAO                     ;VW  
5;80020012E           ;MOTOCICLETA MAX SED 125CC               ;99;CONVERSAO                     ;VW  
5;80100007F           ;WEB EVO 100CC                           ;99;CONVERSAO                     ;VW  
5;016279U             ;MOTOCICLETA MAX SED 125CC               ;99;CONVERSAO                     ;VW  
5;94J21023            ;HUNTER 100CC                            ;99;CONVERSAO                     ;VW  
5;94J21578            ;HUNTER 100CC                            ;99;CONVERSAO                     ;VW  
5;94J20516            ;MOTOCICLETA HUNTER 100CC                ;99;CONVERSAO                     ;VW  
5;KNA                 ;SPORTEGE                                ;99;CONVERSAO                     ;VW  
5;000404U             ;STX PRETA                               ;99;CONVERSAO                     ;VW  
5;999SEAT             ;CORDOBA                                 ;99;CONVERSAO                     ;VW  
5;999MERCEDES         ;MERCEDES E320                           ;99;CONVERSAO                     ;VW  
5;9KB05ZX             ;VW/FOX 1.6                              ;99;CONVERSAO                     ;VW  
5;002582U             ;MOTONETA HONDA C100  BIZ                ;99;CONVERSAO                     ;VW  
5;80130005C           ;MOTOCICLETA STX 200CC                   ;99;CONVERSAO                     ;VW  
5;80130005W           ;STX 200CC                               ;99;CONVERSAO                     ;VW  
5;5632                ;GM/CLASSIC                              ;99;CONVERSAO                     ;VW  
5;EX 2.0 GE           ;SPORTAGE EX2 2.0 G2                     ;99;CONVERSAO                     ;VW  
5;000442U             ;MOTOCICLETA HUNTER 90CC                 ;99;CONVERSAO                     ;VW  
5;002770U             ;MOTONETA WEB EVO 100 CC                 ;99;CONVERSAO                     ;VW  
5;008575U             ;MOTOCICLETA MAX SE 125CC                ;99;CONVERSAO                     ;VW  
5;94J36077            ;MOTOCICLETA MAX SED 125CC               ;99;CONVERSAO                     ;VW  
5;94J211797           ;MOTOCICLETA HUNTER 100CC                ;99;CONVERSAO                     ;VW  
5;94J20889            ;MOTOCICLETA HUNTER 100CC                ;99;CONVERSAO                     ;VW  
5;94J21786            ;MOTOCICLETA HUNTER 100CC                ;99;CONVERSAO                     ;VW  
5;KNA0483             ;KIA SOUL 1.6                            ;99;CONVERSAO                     ;VW  
5;CAR                 ;CARENS                                  ;99;CONVERSAO                     ;VW  
5;80080009H           ;MOTONETA WEB 100CC                      ;99;CONVERSAO                     ;VW  
5;80120007C           ;MOTOCICLETA HUTNER 100CC                ;99;CONVERSAO                     ;VW  
5;80120007D           ;MOTOCICLETA HUNTER 100CC                ;99;CONVERSAO                     ;VW  
5;80080009F           ;MOTONETA WEB 100CC                      ;99;CONVERSAO                     ;VW  
5;95CERA              ;KIA CERATO                              ;99;CONVERSAO                     ;VW  
5;9BWC1031            ;GOL RALLYE                              ;99;CONVERSAO                     ;VW  
5;80030011A           ;MOTOCICLETA MAX SE 125CC                ;99;CONVERSAO                     ;VW  
5;3C21LD              ;PASSAT 2.0 FSI                          ;99;CONVERSAO                     ;VW  
5;KNA4555             ;SPORTAGE                                ;99;CONVERSAO                     ;VW  
5;M163991             ;MAGENTIS EX2 2.0L                       ;99;CONVERSAO                     ;VW  
5;P16688              ;I / KIA SPORTEGE LX 2.0 G2              ;99;CONVERSAO                     ;VW  
5;O57589              ;OPIRUS GL 3.8L                          ;99;CONVERSAO                     ;VW  
5;9BW2091             ;GOL 16 V                                ;99;CONVERSAO                     ;VW  
5;93X3132             ;L-200                                   ;99;CONVERSAO                     ;VW  
5;93X3145             ;L-200                                   ;99;CONVERSAO                     ;VW  
5;023004U             ;MOTONETA WEB 100CC                      ;99;CONVERSAO                     ;VW  
5;94J21729            ;HUNTER 100CC                            ;99;CONVERSAO                     ;VW  
5;94J35667            ;MOTOCICLETA MAX SED 125CC               ;99;CONVERSAO                     ;VW  
5;002010U             ;CG 125 FAN                              ;99;CONVERSAO                     ;VW  
5;94J83462            ;MOTONETA WEB 100CC                      ;99;CONVERSAO                     ;VW  
5;94J35200            ;MOTOCICLETA MAX SED 125CC               ;99;CONVERSAO                     ;VW  
5;94J35109            ;MAX SED 125CC                           ;99;CONVERSAO                     ;VW  
5;94J35196            ;MOTOCICLETA MAX SED 125CC               ;99;CONVERSAO                     ;VW  
5;94J35197            ;MOTOCICLETA MAX SED 125CC               ;99;CONVERSAO                     ;VW  
5;94J32852            ;MOTOCICLETA HUNTER 125CC                ;99;CONVERSAO                     ;VW  
5;9C2M0028            ;HONDA CRF 230                           ;99;CONVERSAO                     ;VW  
5;KNA8502             ;SORENTO EX2                             ;99;CONVERSAO                     ;VW  
5;80070008B           ;MOTONETA FUTURE 125CC                   ;99;CONVERSAO                     ;VW  
5;ZAF                 ;ZAFIRA CD                               ;99;CONVERSAO                     ;VW  
5;80030011F           ;MOTOCICLETA MAX SE 125CC                ;99;CONVERSAO                     ;VW  
5;80030011E           ;MOTOCICLETA MAX SE 125CC                ;99;CONVERSAO                     ;VW  
5;80030011B           ;MOTOCICLETA MAX SE 125CC                ;99;CONVERSAO                     ;VW  
5;010040U             ;MOTONETA WEB 100CC                      ;99;CONVERSAO                     ;VW  
5;8AF3989             ;FORD RANGER XL11P                       ;99;CONVERSAO                     ;VW  
5;9C22634             ;HONDA BIZ 125 KS                        ;99;CONVERSAO                     ;VW  
5;WV1D030             ;AMAROK CD 4X4 HIGH                      ;99;CONVERSAO                     ;VW  
5;80020011F           ;MOTOCICLETA MAX SED 125CC               ;99;CONVERSAO                     ;VW  
5;9C28521             ;BIZ 125 ES                              ;99;CONVERSAO                     ;VW  
5;80040011F           ;MOTOCICLETA HUNTER 125CC                ;99;CONVERSAO                     ;VW  
5;80040011E           ;MOTOCICLETA HUNTER 125CC                ;99;CONVERSAO                     ;VW  
5;80080010F           ;MOTONETA WEB 100CC                      ;99;CONVERSAO                     ;VW  
5;80080010E           ;MOTONETA WEB 100CC                      ;99;CONVERSAO                     ;VW  
5;3VW3511             ;BORA                                    ;99;CONVERSAO                     ;VW  
5;004425U             ;MOTOCICLETA MAX SE 125CC                ;99;CONVERSAO                     ;VW  
5;9BW3418             ;NOVO GOL 1.0                            ;99;CONVERSAO                     ;VW  
5;9BW1407             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BW6884             ;GOL 1.6                                 ;99;CONVERSAO                     ;VW  
5;9BW9171             ;NOVO GOL 1.0                            ;99;CONVERSAO                     ;VW  
5;9BW1398             ;GOLF SPORTLINE                          ;99;CONVERSAO                     ;VW  
5;9BW4556             ;GOL HIGHWAY                             ;99;CONVERSAO                     ;VW  
5;KNA7857             ;SPORTAGE LX3 2.0                        ;99;CONVERSAO                     ;VW  
5;9BW9345             ;GOL  1.6                                ;99;CONVERSAO                     ;VW  
5;9BG7731             ;CLASSIC                                 ;99;CONVERSAO                     ;VW  
5;9BD3265             ;UNO MILLE FIRE                          ;99;CONVERSAO                     ;VW  
5;9BG4500             ;MERIVA                                  ;99;CONVERSAO                     ;VW  
5;3GN6962             ;CAPTIVA SPORT                           ;99;CONVERSAO                     ;VW  
5;KNA8602             ;CADENZA                                 ;99;CONVERSAO                     ;VW  
5;KNA7726             ;SORENTO EX 2 3.5                        ;99;CONVERSAO                     ;VW  
5;KNA6832             ;MAGENTIS                                ;99;CONVERSAO                     ;VW  
5;9BG3067             ;CELTA LIFE                              ;99;CONVERSAO                     ;VW  
5;9BW9357             ;CROSSFOX                                ;99;CONVERSAO                     ;VW  
5;9BW3388             ;GOL RAYLLE 1.6                          ;99;CONVERSAO                     ;VW  
5;9BW6661             ;VOYAGE 1.0                              ;99;CONVERSAO                     ;VW  
5;3VW5345             ;BEETLE                                  ;99;CONVERSAO                     ;VW  
5;KNA6358             ;PICANTO EX3 1.0                         ;99;CONVERSAO                     ;VW  
5;9BW3539             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BG8057             ;S10 EXECUTIVE 2.8 4X4                   ;99;CONVERSAO                     ;VW  
5;9BD9666             ;PALIO FIRE FLX                          ;99;CONVERSAO                     ;VW  
5;KNA9777             ;KIA CERATO                              ;99;CONVERSAO                     ;VW  
5;9BW8139             ;GOL RALLYE G4                           ;99;CONVERSAO                     ;VW  
5;9BW2909             ;VW/GOL 1.0                              ;99;CONVERSAO                     ;VW  
5;9BD7495             ;PALIO ELX FLEX                          ;99;CONVERSAO                     ;VW  
5;9BD4959             ;FIAT /UNO MILLE FIRE                    ;99;CONVERSAO                     ;VW  
5;94J5198             ;MOTOCICLETA MAX SED 125CC               ;99;CONVERSAO                     ;VW  
5;9BW9942             ;GOL 1.6                                 ;99;CONVERSAO                     ;VW  
5;9BW2173             ;VOYAGE COMFORTLINE                      ;99;CONVERSAO                     ;VW  
5;9BW6048             ;SAVEIRO 1.6 CE                          ;99;CONVERSAO                     ;VW  
5;9BD2897             ;UNO MILLE SX                            ;99;CONVERSAO                     ;VW  
5;8AG5798             ;AGILE                                   ;99;CONVERSAO                     ;VW  
5;9BW4966             ;VOYAGE 1.6 CONFORT                      ;99;CONVERSAO                     ;VW  
5;9BD2091             ;PALIO FIRE FLEX                         ;99;CONVERSAO                     ;VW  
5;9BW1746             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BW5188             ;FOX 1.0 ROUTE                           ;99;CONVERSAO                     ;VW  
5;KN2655              ;CERATO EX 1.6                           ;99;CONVERSAO                     ;VW  
5;9BW1641             ;POLO HATCH 1.6                          ;99;CONVERSAO                     ;VW  
5;9BW2602             ;VW/ VOYAGE 1.0                          ;99;CONVERSAO                     ;VW  
5;9BR8206             ;COROLLA XLI 1.8 FLEX                    ;99;CONVERSAO                     ;VW  
5;9BW6093             ;FOX 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BD5063             ;UNO MILLE FIRE                          ;99;CONVERSAO                     ;VW  
5;9BW1303             ;GOL 1.6                                 ;99;CONVERSAO                     ;VW  
5;9BW1141             ;SAVEIRO 1.6 CE                          ;99;CONVERSAO                     ;VW  
5;8AW0285             ;VW/SPACEFOX COMFORT                     ;99;CONVERSAO                     ;VW  
5;KNA5064             ;MAGENTIS EX2 2.0L                       ;99;CONVERSAO                     ;VW  
5;9BF2758             ;FORD/ECOSPORT XLS 1.6                   ;99;CONVERSAO                     ;VW  
5;9BG4353             ;PRISMA MAXX                             ;99;CONVERSAO                     ;VW  
5;9BD6877             ;FIAT UNO MILLE WAY ECON                 ;99;CONVERSAO                     ;VW  
5;9BW7444             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BG7151             ;GM/PRISMA MAXX                          ;99;CONVERSAO                     ;VW  
5;3FA2047             ;FUSION                                  ;99;CONVERSAO                     ;VW  
5;9BW7952             ;VW/GOL 1.0                              ;99;CONVERSAO                     ;VW  
5;9BW7668             ;VOYAGE 1.0                              ;99;CONVERSAO                     ;VW  
5;9BG7097             ;CELTA LIFE                              ;99;CONVERSAO                     ;VW  
5;3FA9040             ;FUSION                                  ;99;CONVERSAO                     ;VW  
5;9BW7878             ;VW/ VOYAGE 1.0                          ;99;CONVERSAO                     ;VW  
5;9BW2954             ;POLO SEDAN                              ;99;CONVERSAO                     ;VW  
5;9BW4104             ;NOVO GOL 1.0                            ;99;CONVERSAO                     ;VW  
5;9B31T9              ;GOLF 2.0                                ;99;CONVERSAO                     ;VW  
5;9BW1753             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BW6435             ;VOYAGE 1.0                              ;99;CONVERSAO                     ;VW  
5;KNA0976             ;CERATO                                  ;99;CONVERSAO                     ;VW  
5;9BW6205             ;GOL 1.6                                 ;99;CONVERSAO                     ;VW  
5;9BD2491             ;UNO 1.0 WAY                             ;99;CONVERSAO                     ;VW  
5;9BG2938             ;PRISMA MAXX                             ;99;CONVERSAO                     ;VW  
5;93Y8895             ;LOGAN EXP 1016V                         ;99;CONVERSAO                     ;VW  
5;9BD3710             ;UNO MILLE WAY                           ;99;CONVERSAO                     ;VW  
5;9BF7017             ;FORD KA FLEX                            ;99;CONVERSAO                     ;VW  
5;9BF4406             ;FIESTA                                  ;99;CONVERSAO                     ;VW  
5;9BF2638             ;FIESTA SEDAN 1.6 FLEX                   ;99;CONVERSAO                     ;VW  
5;9BW3509             ;GOL 1.0 G4                              ;99;CONVERSAO                     ;VW  
5;9BW9574             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;KNJ7726             ;SORENTO                                 ;99;CONVERSAO                     ;VW  
5;9BG9405             ;CLASSIC LIFE                            ;99;CONVERSAO                     ;VW  
5;8AW3739             ;SPACEFOX                                ;99;CONVERSAO                     ;VW  
5;9BW1320             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BW5692             ;POLO SEDAN 1.6                          ;99;CONVERSAO                     ;VW  
5;9C26446             ;CG 125 FAN ES                           ;99;CONVERSAO                     ;VW  
5;9BW5952             ;POLO 1.6                                ;99;CONVERSAO                     ;VW  
5;9BW2261             ;GOL  RALLYE                             ;99;CONVERSAO                     ;VW  
5;9BD5950             ;PALIO 1.8 FLEX                          ;99;CONVERSAO                     ;VW  
5;9BW6834             ;POLO 1.6                                ;99;CONVERSAO                     ;VW  
5;9BW9008             ;GOL 1.0 CITY                            ;99;CONVERSAO                     ;VW  
5;9BW5994             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BD0279             ;FIAT/UNO MILLE FIRE FLEX                ;99;CONVERSAO                     ;VW  
5;9BW2941             ;"FOX 1.0 ""CITY"" TOTAL FLEX               ";99;CONVERSAO                     ;VW  
5;9BD7401             ;SIENA ELX FLEX                          ;99;CONVERSAO                     ;VW  
5;9BW8529             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;KNA3535             ;SPORTEGE LX 2.0 G3                      ;99;CONVERSAO                     ;VW  
5;9BW9920             ;GOL G4                                  ;99;CONVERSAO                     ;VW  
5;9BW4151             ;SAVEIRO CROSS                           ;99;CONVERSAO                     ;VW  
5;9BD4831             ;UNO MILLE FIRE FLEX                     ;99;CONVERSAO                     ;VW  
5;9BW6969             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;P49511              ;SPORTAGE EX3 2.0                        ;99;CONVERSAO                     ;VW  
5;9BF0007             ;FIESTA SEDAN FLEX                       ;99;CONVERSAO                     ;VW  
5;9BD1097             ;UNO MILLE FIRE FLEX                     ;99;CONVERSAO                     ;VW  
5;94J0246             ;MOTOCICLETA HUNTER 100CC                ;99;CONVERSAO                     ;VW  
5;8AP8608             ;SIENA FIRE FLEX                         ;99;CONVERSAO                     ;VW  
5;9BD8736             ;PALIO FIRE ECONOMY                      ;99;CONVERSAO                     ;VW  
5;9BW7224             ;POLO 1.6 HATCH                          ;99;CONVERSAO                     ;VW  
5;KNA3809             ;CERATO SX3 1..6                         ;99;CONVERSAO                     ;VW  
5;9BW9443             ;GOL 1.0 G3                              ;99;CONVERSAO                     ;VW  
5;9BW9050             ;GOL 1.6 RALLYE                          ;99;CONVERSAO                     ;VW  
5;9BW8857             ;GOL 1.6 POWER                           ;99;CONVERSAO                     ;VW  
5;9BW5369             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BF1988             ;FORD FIESTA TRAIL                       ;99;CONVERSAO                     ;VW  
5;93X6135             ;MMC/L200 SPORT 4X4 HPE                  ;99;CONVERSAO                     ;VW  
5;9BW7903             ;GOL ESPECIAL                            ;99;CONVERSAO                     ;VW  
5;9C23167             ;CG 150 TITAN MIX ES                     ;99;CONVERSAO                     ;VW  
5;9BF0553             ;FIESTA                                  ;99;CONVERSAO                     ;VW  
5;9BW5572             ;VW GOL 1.0                              ;99;CONVERSAO                     ;VW  
5;9BW7727             ;POLO SEDAN 1.6 COMFOR                   ;99;CONVERSAO                     ;VW  
5;9BF6054             ;FIESTA 1.6                              ;99;CONVERSAO                     ;VW  
5;9C65106             ;FACTOR YBR 125 ED                       ;99;CONVERSAO                     ;VW  
5;9BW1506             ;SAVEIRO 1.6 CE TROOPER                  ;99;CONVERSAO                     ;VW  
5;9BG1789             ;CORSA SEDAN PREMIUM                     ;99;CONVERSAO                     ;VW  
5;9BW6869             ;SAVEIRO TROOPER                         ;99;CONVERSAO                     ;VW  
5;9BW4075             ;GOL 1.6 CITY                            ;99;CONVERSAO                     ;VW  
5;9BW2400             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BG5545             ;CELTA 2P LIFE                           ;99;CONVERSAO                     ;VW  
5;9BF2162             ;FORD KA                                 ;99;CONVERSAO                     ;VW  
5;8AW4788             ;SPACEFOX                                ;99;CONVERSAO                     ;VW  
5;9BW0293             ;PARATI 1.6                              ;99;CONVERSAO                     ;VW  
5;9BW3988             ;GOL POWER                               ;99;CONVERSAO                     ;VW  
5;9BW6331             ;VW/CROSSFOX                             ;99;CONVERSAO                     ;VW  
5;9BD1892             ;UNO MILLE                               ;99;CONVERSAO                     ;VW  
5;9BW0495             ;VW/ CROSSFOX                            ;99;CONVERSAO                     ;VW  
5;9BW7907             ;GOLF GENERATION                         ;99;CONVERSAO                     ;VW  
5;9BW3885             ;GOL 1.0 CITY                            ;99;CONVERSAO                     ;VW  
5;9BW4217             ;VW/PARATI 1.6                           ;99;CONVERSAO                     ;VW  
5;KMH1022             ;TUCSON GL 20L                           ;99;CONVERSAO                     ;VW  
5;9BW1007             ;VW GOLF FLASH 1.6                       ;99;CONVERSAO                     ;VW  
5;9BW4191             ;GOLF 1.6 SPORTLINE                      ;99;CONVERSAO                     ;VW  
5;9C24804             ;HONDA CB 300R                           ;99;CONVERSAO                     ;VW  
5;9BD9468             ;PALIO ELX FLEX                          ;99;CONVERSAO                     ;VW  
5;9BW2641             ;POLO SEDAN 1.6 CONF.                    ;99;CONVERSAO                     ;VW  
5;9BW6422             ;GOL 1.6 POWER                           ;99;CONVERSAO                     ;VW  
5;9BW7775             ;VW GOL RALLYE 1.6                       ;99;CONVERSAO                     ;VW  
5;9BD0209             ;UNO MILLE FIRE                          ;99;CONVERSAO                     ;VW  
5;9BG5294             ;CELTA SUPER                             ;99;CONVERSAO                     ;VW  
5;WV9777              ;PASSAT 2.0 T                            ;99;CONVERSAO                     ;VW  
5;9BW9262             ;GOL 1.6 POWER                           ;99;CONVERSAO                     ;VW  
5;9BW0943             ;VOYAGE 1.0                              ;99;CONVERSAO                     ;VW  
5;9BW9162             ;VW/ GOL POWER                           ;99;CONVERSAO                     ;VW  
5;9BW3416             ;POLO SEDAN 1.6                          ;99;CONVERSAO                     ;VW  
5;9BG1659             ;CELTA                                   ;99;CONVERSAO                     ;VW  
5;9BF9388             ;FORD/ ECOSPORT FLEX                     ;99;CONVERSAO                     ;VW  
5;KN4451              ;CERATO 1.6                              ;99;CONVERSAO                     ;VW  
5;KNA4451             ;CERATO                                  ;99;CONVERSAO                     ;VW  
5;94D5556             ;GRAND LIVINA 18SL                       ;99;CONVERSAO                     ;VW  
5;9BW1149             ;GOLF 2.0 GT                             ;99;CONVERSAO                     ;VW  
