EMPRESA;REVENDA;NUMERO_NOTA_FISCAL;SERIE_NOTA_FISCAL;TIPO_TRANSACAO;DTA_ENTRADA_SAIDA;DTA_DOCUMENTO;CLIENTE;DEPARTAMENTO;USUARIO;REVENDA_ORIGEM;QUANTIDADE;VAL_FRETE;VAL_DESCONTO;VAL_SEGURO;VAL_IPI;VAL_PIS;VAL_COFINS;VAL_TOTAL_REAL_ITEM;VAL_TOTAL_NOTA_ITEM;VAL_ICMS_RETIDO;VAL_CUSTO_CONTABIL;VAL_ICMS;VENDEDOR;VAL_ISS_RETIDO;COD_SETOR_VENDA;VAL_BONUS;MODELO
5;2;9528;1    ;V21;2017/08/03 00:00:00.000;2017/08/03 00:00:00.000;38099;100;553;2;1;0;0;0;0;0;0;46900;46900;0;45161.21;0; 53;;N;;5U5EK4
5;2;11252;1    ;V21;2017/09/22 00:00:00.000;2017/09/22 00:00:00.000;190221;100;553;2;1;0;0;0;0;0;0;46900;46900;0;45421.78;0; 53;;N;;5U5EK4
5;2;3337;1    ;V21;2017/01/27 00:00:00.000;2017/01/27 00:00:00.000;99019;100;31;2;1;0;1699.78;0;0;0;0;41600;41600;0;39814.65;0; 3;;N;;5U5DK4
5;2;12302;1    ;U21;2017/10/23 00:00:00.000;2017/10/23 00:00:00.000;24171;200;19;2;1;0;0;0;0;0;0;34000;34000;0;34000;306; 47;;U;;HILUX-CD
5;2;10935;1    ;V21;2017/09/14 00:00:00.000;2017/09/14 00:00:00.000;49717;100;332;2;1;0;0;0;0;0;0;55500;55500;0;51996.59;0; 31;;N;;5U6FE4
5;2;14053;1    ;V21;2017/12/12 00:00:00.000;2017/12/12 00:00:00.000;191577;100;26;2;1;0;0;0;0;0;0;46900;46900;0;40427;0; 4;;N;;5U5TK4
5;2;14151;1    ;V21;2017/12/14 00:00:00.000;2017/12/14 00:00:00.000;191642;100;332;2;1;0;0;0;0;0;0;72995;72995;0;72290.73;0; 31;;N;;5UD6S4
5;2;3130;1    ;V21;2017/01/20 00:00:00.000;2017/01/20 00:00:00.000;39934;100;31;2;1;0;0;0;0;0;0;77500;77500;0;69993.17;0; 3;;N;;5UD6S4
5;2;6995;1    ;V21;2017/05/22 00:00:00.000;2017/05/22 00:00:00.000;187680;100;553;2;1;0;0;0;0;0;0;59900;59900;0;56302.89;0; 53;;N;;5U6FE4
5;2;4105;1    ;V21;2017/02/21 00:00:00.000;2017/02/21 00:00:00.000;99907;100;26;2;1;0;0;0;0;0;0;54589;54589;0;53760.76;0; 4;;N;;5U6FE4
5;2;3621;1    ;V21;2017/02/07 00:00:00.000;2017/02/07 00:00:00.000;38411;100;26;2;1;0;0;0;0;0;0;49490;49490;0;39295.36;0; 4;;N;;5U5DK4
5;2;2843;1    ;U21;2017/01/10 00:00:00.000;2017/01/10 00:00:00.000;96339;200;19;2;1;0;0;0;0;7.15;33;50000;50000;0;48900;450; 47;;U;;2HBA33
5;2;2543;1    ;V21;2016/12/28 00:00:00.000;2016/12/28 00:00:00.000;98479;100;332;2;1;0;0;0;0;0;0;53900;53900;0;52867.81;0; 31;;N;;5U6FE4
5;2;2249;1    ;U21;2016/12/19 00:00:00.000;2016/12/19 00:00:00.000;11465;200;101;2;1;0;0;0;0;6.5;30;33000;33000;0;32000;297; 24;;U;;RENAULT-021
5;2;1723;1    ;U21;2016/12/01 00:00:00.000;2016/12/01 00:00:00.000;24171;200;19;2;1;0;0;0;0;0;0;16000;16000;0;16000;144; 47;;U;;NISSAN-250
5;2;2886;1    ;V21;2017/01/11 00:00:00.000;2017/01/11 00:00:00.000;98685;100;101;2;1;0;0;0;0;0;0;39990;39990;0;38053.9;0; 24;;N;;5U5DK4
5;2;2550;1    ;V21;2016/12/28 00:00:00.000;2016/12/28 00:00:00.000;39198;100;101;2;1;0;0;0;0;0;0;75990;75990;0;69891.77;0; 24;;N;;5UD6S4
5;2;2465;1    ;V21;2016/12/27 00:00:00.000;2016/12/27 00:00:00.000;98438;100;101;2;1;0;0;0;0;0;0;43990;43990;0;38053.9;0; 24;;N;;5U5DK4
5;2;1800;1    ;V21;2016/12/05 00:00:00.000;2016/12/05 00:00:00.000;98066;100;26;2;1;0;4192;0;0;0;0;59500;59500;0;54119.78;0; 4;;N;;5U6HE4
5;2;4980;1    ;V21;2017/03/20 00:00:00.000;2017/03/20 00:00:00.000;100833;100;26;2;1;0;0;0;0;0;0;46450;46450;0;47970.8;0; 4;;N;;5U5EK4
5;2;4277;1    ;V21;2017/02/27 00:00:00.000;2017/02/27 00:00:00.000;100194;100;31;2;1;0;0;0;0;0;0;38500;38500;0;38455;0; 3;;N;;5U5DK4
5;2;1444;1    ;V21;2016/11/24 00:00:00.000;2016/11/24 00:00:00.000;22537;100;31;2;1;0;0;0;0;0;0;138000;138000;0;111456.91;0; 3;;N;;1634N6
5;2;1124;1    ;V21;2016/11/16 00:00:00.000;2016/11/16 00:00:00.000;97761;100;26;2;1;0;4689.78;0;0;0;0;38200;38200;0;37216.31;0; 4;;N;;5U5DK4
5;2;3900;1    ;V21;2017/02/16 00:00:00.000;2017/02/16 00:00:00.000;41031;100;31;2;1;0;0;0;0;0;0;176000;176000;0;152121.21;0; 3;;N;;S7BC3A
5;2;6119;1    ;V21;2017/04/25 00:00:00.000;2017/04/25 00:00:00.000;98901;100;31;2;1;0;0;0;0;0;0;163000;163000;0;152121.21;0; 3;;N;;S7BC3A
5;2;3607;1    ;V21;2017/02/07 00:00:00.000;2017/02/07 00:00:00.000;44636;100;31;2;1;0;0;0;0;0;0;52500;52500;0;46936.74;0; 3;;N;;5U6TE4
5;2;547;2    ;V21;2016/10/24 00:00:00.000;2016/10/24 00:00:00.000;97295;100;101;2;1;0;0;0;0;0;0;38900;38900;0;37216.31;0; 24;;N;;5U5DK4
5;2;6497;1    ;V21;2017/05/08 00:00:00.000;2017/05/08 00:00:00.000;102603;100;31;2;1;0;0;0;0;0;0;75200;75200;0;72290.73;0; 3;;N;;5UD6S4
5;2;6265;1    ;V21;2017/04/28 00:00:00.000;2017/04/28 00:00:00.000;8210;100;101;2;1;0;0;0;0;0;0;54066;54066;0;51413.33;0; 24;;N;;5U6FE4
5;2;7060;1    ;U21;2017/05/24 00:00:00.000;2017/05/24 00:00:00.000;4116;200;332;2;1;0;0;0;0;6.5;30;26000;26000;0;25000;234; 31;;U;;FIAT-029
5;2;4849;1    ;V21;2017/03/15 00:00:00.000;2017/03/15 00:00:00.000;100761;100;31;2;1;0;0;0;0;0;0;50500;50500;0;44172.87;0; 3;;N;;5U5EK4
5;2;12118;1    ;I21;2017/10/18 00:00:00.000;2017/10/18 00:00:00.000;190661;100;31;2;1;0;0;0;0;0;0;29617.05;29617.05;0;36191.92;1066.22; 3;;N;;6A53P4
5;2;4057;1    ;U21;2017/02/20 00:00:00.000;2017/02/20 00:00:00.000;96339;200;19;2;1;0;0;0;0;3.25;15;13500;13500;0;13000;121.5; 47;;U;;9BG4353
5;2;3132;1    ;V21;2017/01/20 00:00:00.000;2017/01/20 00:00:00.000;98713;100;26;2;1;0;0;0;0;0;0;56190;56190;0;54430.04;0; 4;;N;;5U6FE4
5;2;4940;1    ;V21;2017/03/17 00:00:00.000;2017/03/17 00:00:00.000;8094;100;33;2;1;0;0;0;0;0;0;46213.86;46213.86;0;43130.33;0; 5;;N;;5U5TE4
5;2;1530;1    ;V21;2016/11/28 00:00:00.000;2016/11/28 00:00:00.000;97820;100;54;2;1;0;0;0;0;0;0;45990;45990;0;45562.88;0; 6;;N;;5U6TE4
5;2;2387;1    ;V21;2016/12/22 00:00:00.000;2016/12/22 00:00:00.000;42005;100;26;2;1;0;0;0;0;0;0;45470;45470;0;38894.25;0; 4;;N;;5U5DK4
5;2;7276;1    ;V21;2017/05/31 00:00:00.000;2017/05/31 00:00:00.000;187913;100;26;2;1;0;0;0;0;0;0;38070;38070;0;38798.41;0; 4;;N;;5U5DK4
5;2;15148;1    ;U21;2018/01/11 00:00:00.000;2018/01/11 00:00:00.000;24171;200;19;2;1;0;0;0;0;0;0;27200;27200;0;27200;244.8; 47;;U;;9BD2175
5;2;7205;1    ;U21;2017/05/30 00:00:00.000;2017/05/30 00:00:00.000;23550;200;26;2;1;0;0;0;0;50.05;231;47700;47700;0;40000;429.3; 4;;U;;5UB6S4
5;2;4083;1    ;U21;2017/02/20 00:00:00.000;2017/02/20 00:00:00.000;99725;200;332;2;1;0;0;0;0;19.5;90;35000;35000;0;32000;315; 31;;U;;5U3PE4
5;2;26879;1    ;U21;2019/01/14 00:00:00.000;2019/01/14 00:00:00.000;95211;200;709;2;1;0;0;0;0;26;120;24000;24000;0;20000;216; 106;;U;;5U81E4
5;2;18307;1    ;U21;2018/04/12 00:00:00.000;2018/04/12 00:00:00.000;70147;200;19;2;1;0;0;0;0;1.95;9;22300;22300;0;22000;200.7; 47;;U;;6A13K4
5;2;25951;1    ;U21;2018/12/08 00:00:00.000;2018/12/08 00:00:00.000;50914;200;709;2;1;0;0;0;0;3.26;15.03;19501;19501;0;19000;175.51; 106;;U;;5U3AE4
5;2;19653;1    ;U21;2018/05/18 00:00:00.000;2018/05/18 00:00:00.000;67100;200;587;2;1;0;0;0;0;13;60;20000;20000;0;18000;180; 61;;U;;5U24E4
5;2;19294;1    ;U21;2018/05/10 00:00:00.000;2018/05/10 00:00:00.000;50914;200;19;2;1;0;0;0;0;11.7;54;19800;19800;0;18000;178.2; 47;;U;;5U3DN4
5;2;8645;1    ;U21;2017/07/08 00:00:00.000;2017/07/08 00:00:00.000;188929;200;587;2;1;0;0;0;0;19.5;90;24000;24000;0;21000;216; 61;;U;;5U41N4
5;2;17657;1    ;U21;2018/03/23 00:00:00.000;2018/03/23 00:00:00.000;193017;200;633;2;1;0;0;0;0;29.14;134.48;27482.56;27482.56;0;23000;247.34; 72;;U;;5Z41N4
5;2;4764;1    ;U21;2017/03/14 00:00:00.000;2017/03/14 00:00:00.000;96339;200;19;2;1;0;0;0;0;1.95;9;22300;22300;0;22000;200.7; 47;;U;;5U3DN4
5;2;3960;1    ;U21;2017/02/17 00:00:00.000;2017/02/17 00:00:00.000;96339;200;19;2;1;0;0;0;0;3.25;15;20500;20500;0;20000;184.5; 47;;U;;5U41N4
5;2;9003;1    ;U21;2017/07/18 00:00:00.000;2017/07/18 00:00:00.000;189173;200;31;2;1;0;0;0;0;32.5;150;24000;24000;0;19000;216; 3;;U;;5Z32E4
5;2;29409;1    ;U21;2019/04/16 00:00:00.000;2019/04/16 00:00:00.000;198818;200;408;2;1;0;0;0;0;6.5;30;20000;20000;0;19000;180; 50;;U;;9B37D4
5;2;22112;1    ;U21;2018/08/06 00:00:00.000;2018/08/06 00:00:00.000;194626;200;19;2;1;0;0;0;0;9.75;45;24500;24500;0;23000;147; 47;;U;;CITROEN C3
5;2;23348;1    ;U21;2018/09/14 00:00:00.000;2018/09/14 00:00:00.000;64639;200;694;2;1;0;0;0;0;8.61;39.75;14325;14325;0;13000;128.93; 99;;U;;5Z11R4
1;1;87611;2    ;V21;2015/03/05 00:00:00.000;2015/03/05 00:00:00.000;52745;100;30;1;1;0;13324;0;0;0;0;37180;37180;0;32725.16;0; 110008;;N;;5U3BN4
1;1;98409;2    ;V21;2016/01/14 00:00:00.000;2016/01/14 00:00:00.000;64356;100;26;1;1;0;2222.85;0;0;0;0;40900;40900;0;34790.72;0; 110005;;N;;5U3BN4
1;1;92423;2    ;V21;2015/07/16 00:00:00.000;2015/07/16 00:00:00.000;60770;100;31;1;1;0;7532.85;0;0;0;0;38000;38000;0;34609.49;0; 110004;;N;;5U3BN4
1;1;88436;2    ;V21;2015/03/27 00:00:00.000;2015/03/27 00:00:00.000;53403;100;29;1;1;0;1827;0;0;0;0;41530;41530;0;38977.02;0; 110002;;N;;5U3PE4
1;1;88832;2    ;I21;2015/04/10 00:00:00.000;2015/04/10 00:00:00.000;51421;200;27;1;1;0;0;0;0;0;0;38000;38000;0;37388.08;323; 110001;;U;;5U4FN4
1;1;90281;2    ;V21;2015/05/21 00:00:00.000;2015/05/21 00:00:00.000;37556;100;101;1;1;0;8040;0;0;0;0;36400;36400;0;33163.25;0; 110062;;N;;5U3PN4
1;1;96148;2    ;V21;2015/11/06 00:00:00.000;2015/11/06 00:00:00.000;63247;100;31;1;1;0;3222.85;0;0;0;0;39900;39900;0;34698.64;0; 110004;;N;;5U3BN4
1;1;94098;2    ;V21;2015/09/02 00:00:00.000;2015/09/02 00:00:00.000;61791;100;31;1;1;0;50;0;0;0;0;43900;43900;0;43007.71;0; 110004;;N;;5U3FN4
1;1;94505;2    ;V21;2015/09/16 00:00:00.000;2015/09/16 00:00:00.000;62205;100;29;1;1;0;5303.85;0;0;0;0;37819;37819;0;35264.44;0; 110002;;N;;5U3BN4
1;1;94866;2    ;V21;2015/09/26 00:00:00.000;2015/09/26 00:00:00.000;43821;100;101;1;1;0;3222.85;0;0;0;0;39900;39900;0;35264.44;0; 110062;;N;;5U3BN4
1;1;97538;2    ;V21;2015/12/16 00:00:00.000;2015/12/16 00:00:00.000;63926;100;26;1;1;0;8220;0;0;0;0;46400;46400;0;45368.71;0; 110005;;N;;5U3FE4
1;1;100825;2    ;V21;2016/03/31 00:00:00.000;2016/03/31 00:00:00.000;65714;100;101;1;1;0;4590;0;0;0;0;38900;38900;0;34887.26;0; 110062;;N;;5U5TK4
1;1;97273;2    ;U21;2015/12/09 00:00:00.000;2015/12/09 00:00:00.000;1651;200;53;1;1;0;0;0;0;3.25;15;22500;22500;0;22000;191.25; 110011;;U;;VW-002
1;1;99974;2    ;V21;2016/03/02 00:00:00.000;2016/03/02 00:00:00.000;65178;100;26;1;1;0;0;0;0;0;0;50300;50300;0;49457.04;0; 110005;;N;;5Z58S2
1;1;99527;2    ;V21;2016/02/18 00:00:00.000;2016/02/18 00:00:00.000;64918;100;101;1;1;0;3632.85;0;0;0;0;41900;41900;0;35711.34;0; 110062;;N;;5U3BN4
1;1;100002;2    ;I21;2016/03/03 00:00:00.000;2016/03/03 00:00:00.000;65238;200;53;1;1;0;0;0;0;0;0;110000;110000;0;130000;660; 110011;;U;;TOYOTA-006
1;1;100176;2    ;V21;2016/03/09 00:00:00.000;2016/03/09 00:00:00.000;65373;100;26;1;1;0;2542.85;0;0;0;0;42990;42990;0;35711.34;0; 110005;;N;;5U3BN4
1;1;97353;2    ;U21;2015/12/11 00:00:00.000;2015/12/11 00:00:00.000;1651;200;53;1;1;0;0;0;0;6.5;30;15000;15000;0;14000;127.5; 110011;;U;;GM-085
1;1;97195;2    ;V21;2015/12/08 00:00:00.000;2015/12/08 00:00:00.000;63765;100;54;1;1;0;0;0;0;0;0;38000;38000;0;35334.12;0; 110007;;N;;6A52K4
1;1;96675;2    ;V21;2015/11/23 00:00:00.000;2015/11/23 00:00:00.000;63514;100;29;1;1;0;0;0;0;0;0;72900;72900;0;63969.83;0; 110002;;N;;5UB6S4
1;1;100498;2    ;V21;2016/03/21 00:00:00.000;2016/03/21 00:00:00.000;65553;100;31;1;1;0;6482.85;0;0;0;0;39050;39050;0;35711.34;0; 110004;;N;;5U3BN4
1;1;99554;2    ;V21;2016/02/19 00:00:00.000;2016/02/19 00:00:00.000;65001;100;31;1;1;0;0;0;0;0;0;51000;51000;0;46873.87;0; 110004;;N;;5U3FE4
1;1;98354;2    ;V21;2016/01/13 00:00:00.000;2016/01/13 00:00:00.000;64303;100;29;1;1;0;0;0;0;0;0;46900;46900;0;41011.02;0; 110002;;N;;6A53P4
1;1;98324;2    ;V21;2016/01/12 00:00:00.000;2016/01/12 00:00:00.000;64302;100;26;1;1;0;4532.85;0;0;0;0;41000;41000;0;34790.72;0; 110005;;N;;5U3BN4
1;1;99107;2    ;V21;2016/02/02 00:00:00.000;2016/02/02 00:00:00.000;64782;100;31;1;1;0;0;0;0;0;0;53500;53500;0;45424.33;0; 110004;;N;;5Z56K4
1;1;98980;2    ;V21;2016/01/29 00:00:00.000;2016/01/29 00:00:00.000;64723;100;29;1;1;0;8310;0;0;0;0;39900;39900;0;37370.85;0; 110002;;N;;5U3PE4
1;1;97638;2    ;V21;2015/12/18 00:00:00.000;2015/12/18 00:00:00.000;63951;100;54;1;1;0;0;0;0;0;0;61500;61500;0;56813.33;0; 110007;;N;;5Z54S2
1;1;94095;2    ;V21;2015/09/02 00:00:00.000;2015/09/02 00:00:00.000;61921;100;31;1;1;0;0;0;0;0;0;39900;39900;0;36380.59;0; 110004;;N;;6A52K4
1;1;100398;2    ;V21;2016/03/16 00:00:00.000;2016/03/16 00:00:00.000;65458;100;26;1;1;0;4102;0;0;0;0;54900;54900;0;52520.42;0; 110005;;N;;5UBTE4
1;1;96687;2    ;V21;2015/11/23 00:00:00.000;2015/11/23 00:00:00.000;63507;100;31;1;1;0;7592.85;0;0;0;0;37940;37940;0;34698.64;0; 110004;;N;;5U3BN4
1;1;92118;2    ;U21;2015/07/08 00:00:00.000;2015/07/08 00:00:00.000;36137;200;53;1;1;0;0;0;0;0;0;12000;12000;0;12000;102; 110011;;U;;FORD-040
1;1;93999;2    ;V21;2015/08/31 00:00:00.000;2015/08/31 00:00:00.000;61810;100;29;1;1;0;1610;0;0;0;0;36500;36500;0;35755.2;0; 110002;;N;;6A52K4
1;1;94921;2    ;V21;2015/09/29 00:00:00.000;2015/09/29 00:00:00.000;62475;100;101;1;1;0;0;0;0;0;0;39900;39900;0;37216.33;0; 110062;;N;;6A53K4
1;1;91891;2    ;V21;2015/07/01 00:00:00.000;2015/07/01 00:00:00.000;60394;100;101;1;1;0;2695;0;0;0;0;45515;45515;0;37140.41;0; 110062;;N;;5U3PE4
1;1;90595;2    ;V21;2015/05/28 00:00:00.000;2015/05/28 00:00:00.000;48359;100;26;1;1;0;7365;0;0;0;0;56500;56500;0;54767.77;0; 110005;;N;;5UBJE4
1;1;94933;2    ;V21;2015/09/29 00:00:00.000;2015/09/29 00:00:00.000;62484;100;31;1;1;0;2402.77;0;0;0;0;62000;62000;0;55032.3;0; 110004;;N;;5Z9PE4
1;1;88580;2    ;V21;2015/04/01 00:00:00.000;2015/04/01 00:00:00.000;53377;100;101;1;1;0;3340;0;0;0;0;34000;34000;0;32738.19;0; 110062;;N;;5U3BN4
1;1;91768;2    ;V21;2015/06/29 00:00:00.000;2015/06/29 00:00:00.000;40269;100;101;1;1;0;2980;0;0;0;0;42500;42500;0;37008.1;0; 110062;;N;;6A53K4
1;1;99744;2    ;V21;2016/02/24 00:00:00.000;2016/02/24 00:00:00.000;36657;100;31;1;1;0;23430.27;0;0;0;0;113000;113000;0;124638.87;0; 110004;;N;;5N22V3
1;1;96206;2    ;V21;2015/11/09 00:00:00.000;2015/11/09 00:00:00.000;63288;100;101;1;1;0;0;0;0;0;0;57500;57500;0;57024.49;0; 110062;;N;;5UC6S4
1;1;91276;2    ;V21;2015/06/16 00:00:00.000;2015/06/16 00:00:00.000;54425;100;29;1;1;0;7765;0;0;0;0;39990;39990;0;39420.13;0; 110002;;N;;5U3FN4
1;1;87920;2    ;U21;2015/03/13 00:00:00.000;2015/03/13 00:00:00.000;36137;200;53;1;1;0;0;0;0;0;0;11000;11000;0;11000;93.5; 110011;;U;;GOL
1;1;91954;2    ;V21;2015/07/02 00:00:00.000;2015/07/02 00:00:00.000;60395;100;30;1;1;0;462;0;0;0;0;37218;37218;0;39496.37;0; 110008;;N;;5U3PN4
1;1;93707;2    ;V21;2015/08/21 00:00:00.000;2015/08/21 00:00:00.000;61629;100;31;1;1;0;0;0;0;0;0;44500;44500;0;35755.2;0; 110004;;N;;6A52K4
1;1;94228;2    ;U21;2015/09/05 00:00:00.000;2015/09/05 00:00:00.000;45358;200;53;1;1;0;0;0;0;6.5;30;46000;46000;0;45000;276; 110011;;U;;2HBC24
1;1;88725;2    ;V21;2015/04/07 00:00:00.000;2015/04/07 00:00:00.000;15577;100;27;1;1;0;13561.24;0;0;0;0;145000;145000;0;125863.7;0; 110001;;N;;2HBC3A
1;1;89987;2    ;V21;2015/05/13 00:00:00.000;2015/05/13 00:00:00.000;54071;100;101;1;1;0;5450;0;0;0;0;41800;41800;0;34537.43;0; 110062;;N;;5U3BN4
1;1;89865;2    ;V21;2015/05/09 00:00:00.000;2015/05/09 00:00:00.000;54020;100;29;1;1;0;3390;0;0;0;0;36060;36060;0;33383.78;0; 110002;;N;;5U3BN4
1;1;90154;2    ;U21;2015/05/16 00:00:00.000;2015/05/16 00:00:00.000;24229;200;53;1;1;0;0;0;0;0;0;8500;8500;0;8500;72.25; 110011;;U;;1HAFEI
1;1;90562;2    ;V21;2015/05/28 00:00:00.000;2015/05/28 00:00:00.000;54225;100;31;1;1;0;5400;0;0;0;0;51570;51570;0;48832.26;0; 110004;;N;;5U4FE4
1;1;90798;2    ;V21;2015/06/03 00:00:00.000;2015/06/03 00:00:00.000;50097;100;29;1;1;0;5540;0;0;0;0;38900;38900;0;34331.22;0; 110002;;N;;5U3PN4
1;1;91685;2    ;V21;2015/06/26 00:00:00.000;2015/06/26 00:00:00.000;23144;100;26;1;1;0;5120;0;0;0;0;49500;49500;0;47654.92;0; 110005;;N;;5U3FE4
1;1;92441;2    ;V21;2015/07/17 00:00:00.000;2015/07/17 00:00:00.000;37776;100;29;1;1;0;7920;0;0;0;0;39900;39900;0;34609.48;0; 110002;;N;;5U3BN4
1;1;90695;2    ;V21;2015/05/30 00:00:00.000;2015/05/30 00:00:00.000;54250;100;26;1;1;0;780;0;0;0;0;36900;36900;0;33163.25;0; 110005;;N;;5U3PN4
1;1;92613;2    ;V21;2015/07/22 00:00:00.000;2015/07/22 00:00:00.000;60874;100;31;1;1;0;0;0;0;0;0;51500;51500;0;48687.36;0; 110004;;N;;5U4FE4
1;1;92214;2    ;V21;2015/07/09 00:00:00.000;2015/07/09 00:00:00.000;60643;100;31;1;1;0;7632.85;0;0;0;0;37900;37900;0;34609.49;0; 110004;;N;;5U3BN4
1;1;90352;2    ;V21;2015/05/22 00:00:00.000;2015/05/22 00:00:00.000;11276;100;30;1;1;0;7440;0;0;0;0;37000;37000;0;34331.22;0; 110008;;N;;5U3PN4
1;1;95274;2    ;V21;2015/10/09 00:00:00.000;2015/10/09 00:00:00.000;50670;100;30;1;1;0;7866;0;0;0;0;54900;54900;0;53061.62;0; 110008;;N;;5Z9PE4
1;1;91723;2    ;V21;2015/06/26 00:00:00.000;2015/06/26 00:00:00.000;1549;100;26;1;1;0;0;0;0;0;0;63000;63000;0;55235.17;0; 110005;;N;;5Z54S2
1;1;96278;2    ;V21;2015/11/11 00:00:00.000;2015/11/11 00:00:00.000;63282;100;101;1;1;0;5790;0;0;0;0;64900;64900;0;64395.63;0; 110062;;N;;1632H3
1;1;90176;2    ;V21;2015/05/18 00:00:00.000;2015/05/18 00:00:00.000;54110;100;31;1;1;0;3911;0;0;0;0;43000;43000;0;40869.08;0; 110004;;N;;6A54K4
1;1;89498;2    ;V21;2015/04/30 00:00:00.000;2015/04/30 00:00:00.000;53900;100;28;1;1;0;0;0;0;0;0;32900;32900;0;27309.92;0; 110003;;N;;6A52K4
1;1;88426;2    ;V21;2015/03/27 00:00:00.000;2015/03/27 00:00:00.000;53399;100;30;1;1;0;3090;0;0;0;0;33900;33900;0;32725.16;0; 110008;;N;;5U3BN4
1;1;88009;2    ;V21;2015/03/17 00:00:00.000;2015/03/17 00:00:00.000;35170;100;30;1;1;0;1460;0;0;0;0;38880;38880;0;32725.16;0; 110008;;N;;5U3BN4
1;1;89381;2    ;V21;2015/04/27 00:00:00.000;2015/04/27 00:00:00.000;53880;100;29;1;1;0;4660;0;0;0;0;33850;33850;0;31869.17;0; 110002;;N;;5U3BN4
1;1;90412;2    ;V21;2015/05/25 00:00:00.000;2015/05/25 00:00:00.000;35171;100;30;1;1;0;2060;0;0;0;0;42380;42380;0;37043.25;0; 110008;;N;;5U3PN4
1;1;89054;2    ;V21;2015/04/17 00:00:00.000;2015/04/17 00:00:00.000;43829;100;27;1;1;0;8228;0;0;0;0;42500;42500;0;42190.75;0; 110001;;N;;5UATE4
1;1;91152;2    ;V21;2015/06/12 00:00:00.000;2015/06/12 00:00:00.000;7950;100;29;1;1;0;5470;0;0;0;0;41900;41900;0;40492.54;0; 110002;;N;;5Z56N4
1;1;90046;2    ;U21;2015/05/14 00:00:00.000;2015/05/14 00:00:00.000;42422;200;53;1;1;0;0;0;0;6.5;30;16000;16000;0;15000;136; 110011;;U;;5U21CA
1;1;99745;2    ;U21;2016/02/25 00:00:00.000;2016/02/25 00:00:00.000;48113;200;53;1;1;0;13000;0;0;0;0;50000;50000;0;63000;450; 110011;;U;;5N22V3
1;1;93656;2    ;U21;2015/08/20 00:00:00.000;2015/08/20 00:00:00.000;45358;200;53;1;1;0;0;0;0;0;0;15000;15000;0;15000;90; 110011;;U;;5Z63E4
1;1;93941;2    ;U21;2015/08/28 00:00:00.000;2015/08/28 00:00:00.000;24229;200;53;1;1;0;0;0;0;0;0;11000;11000;0;11000;93.5; 110011;;U;;GOL
5;1;40552;2    ;V21;2019/04/18 00:00:00.000;2019/04/18 00:00:00.000;198760;100;748;1;1;0;0;0;0;0;0;53990;53990;0;49384.08;0; 1000032;;N;3200;5U7TA4
5;1;39948;2    ;V21;2019/03/22 00:00:00.000;2019/03/22 00:00:00.000;198426;100;515;1;1;0;0;0;0;0;0;82000;82000;0;75730.74;0; 1000019;;N;1000;BZ14B3
5;1;39794;2    ;V21;2019/03/18 00:00:00.000;2019/03/18 00:00:00.000;198163;100;362;1;1;0;0;0;0;0;0;52000;52000;0;43107.02;0; 1000006;;N;3200;5U7TA4
5;1;39676;2    ;V21;2019/03/14 00:00:00.000;2019/03/14 00:00:00.000;86743;100;515;1;1;0;0;0;0;0;0;51780;51780;0;43107.02;0; 1000019;;N;3200;5U7TA4
5;1;40413;2    ;V21;2019/04/12 00:00:00.000;2019/04/12 00:00:00.000;198584;100;515;1;1;0;0;0;0;0;0;107990;107990;0;103136.84;0; 1000019;;N;4000;BU33LY+BZ2
5;1;35402;2    ;V21;2018/08/29 00:00:00.000;2018/08/29 00:00:00.000;194982;100;515;1;1;0;0;0;0;0;0;49990;49990;0;41869.28;0; 1000019;;N;;5U7TA4
5;1;33613;2    ;U21;2018/06/08 00:00:00.000;2018/06/08 00:00:00.000;20156;200;433;1;1;0;0;0;0;0;0;29500;29500;0;29500;265.5; 4000020;;U;;5Z56N4
5;1;32353;2    ;V21;2018/04/11 00:00:00.000;2018/04/11 00:00:00.000;193167;100;360;1;1;0;0;0;0;0;0;51000;51000;0;47045.99;0; 1000008;;N;;5Z5KE4
5;1;25479;2    ;U21;2017/06/01 00:00:00.000;2017/06/01 00:00:00.000;65978;200;555;1;1;0;0;0;0;0;0;18000;18000;0;18000;162; 1000022;;U;;5W1JL4
5;1;32337;2    ;V21;2018/04/11 00:00:00.000;2018/04/11 00:00:00.000;102598;100;362;1;1;0;0;0;0;0;0;46900;46900;0;41226.17;0; 1000006;;N;;5U5TK4
5;1;24586;2    ;V21;2017/04/20 00:00:00.000;2017/04/20 00:00:00.000;102027;100;515;1;1;0;0;0;0;0;0;44000;44000;0;43544.2;0; 1000019;;N;;5U5TE4
5;1;17594;2    ;V21;2016/06/04 00:00:00.000;2016/06/04 00:00:00.000;88155;100;362;1;1;0;0;0;0;0;0;51600;51600;0;44129.93;0; 1000006;;N;;5UFVE4
5;1;37901;2    ;U21;2018/12/20 00:00:00.000;2018/12/20 00:00:00.000;197237;200;433;1;1;0;0;0;0;13;60;52000;52000;0;50000;468; 4000020;;U;;1632F2
5;1;19434;2    ;V21;2016/08/30 00:00:00.000;2016/08/30 00:00:00.000;87271;100;362;1;1;0;0;0;0;0;0;52000;52000;0;46019.52;0; 1000006;;N;;5U6FK4
